From	Entry	Entry Name
ENSP00000303515	Q6P1R4	DUS1L_HUMAN
ENSP00000292330	Q8TAP8	PPR35_HUMAN
ENSP00000305918	Q15059	BRD3_HUMAN
ENSP00000499069	Q8IW50	F219A_HUMAN
ENSP00000352420	O15165	LRAD4_HUMAN
ENSP00000383719	Q8N2K1	UB2J2_HUMAN
ENSP00000471455	Q96CT7	CC124_HUMAN
ENSP00000383938	Q6UXH1	CREL2_HUMAN
ENSP00000419005	Q68CQ4	UTP25_HUMAN
ENSP00000343497	A0A075B6F9	A0A075B6F9_HUMAN
ENSP00000329715	Q9Y295	DRG1_HUMAN
ENSP00000402653	Q9BRX9	WDR83_HUMAN
ENSP00000455229	Q9NX74	DUS2_HUMAN
ENSP00000378089	P08949	NMB_HUMAN
ENSP00000482502	Q6NUM6	TYW1B_HUMAN
ENSP00000395249	Q8NC44	RETR2_HUMAN
ENSP00000377225	Q14320	FA50A_HUMAN
ENSP00000323288	Q8IZ73	RUSD2_HUMAN
ENSP00000297873	Q8N6F8	MET27_HUMAN
ENSP00000436621	Q6P1X6	CH082_HUMAN
ENSP00000315476	Q9NPD3	EXOS4_HUMAN
ENSP00000409555	Q15011	HERP1_HUMAN
ENSP00000395738	F2Z2W7	F2Z2W7_HUMAN
ENSP00000222284	Q9BVK8	TM147_HUMAN
ENSP00000436649	F8WC89	F8WC89_HUMAN
ENSP00000307214	O60294	TYW4_HUMAN
ENSP00000501135	Q9BTM9	URM1_HUMAN
ENSP00000379392	Q9NXG2	THUM1_HUMAN
ENSP00000256398	Q9H9T3	ELP3_HUMAN
ENSP00000380559	Q96RY5	CRML_HUMAN
ENSP00000307850	Q14919	NC2A_HUMAN
ENSP00000273962	Q8TBZ6	TM10A_HUMAN
ENSP00000328854	Q9BVI4	NOC4L_HUMAN
ENSP00000403614	Q7Z7F7	RM55_HUMAN
ENSP00000248879	Q9BY27	DGC6L_HUMAN
ENSP00000386125	J3KQ26	J3KQ26_HUMAN
ENSP00000261070	Q14061	COX17_HUMAN
ENSP00000347088	O95461	LARG1_HUMAN
ENSP00000296149	Q0PNE2	ELP6_HUMAN
ENSP00000250974	Q96GS6	AB17A_HUMAN
ENSP00000361667	Q9UPQ8	DOLK_HUMAN
ENSP00000357575	Q8IYW2	CFA46_HUMAN
ENSP00000366378	O76000	OR2B3_HUMAN
ENSP00000219431	P29372	3MG_HUMAN
ENSP00000456908	H3BSW6	H3BSW6_HUMAN
ENSP00000362027	Q96GJ1	TRM2B_HUMAN
ENSP00000417291	Q9BWE0	REPI1_HUMAN
ENSP00000443113	Q8N3Z6	ZCHC7_HUMAN
ENSP00000452086	G3V4Z9	G3V4Z9_HUMAN
ENSP00000309432	Q86VR2	RETR3_HUMAN
ENSP00000335201	Q7Z5W3	BN3D2_HUMAN
ENSP00000310015	Q9BUB4	ADAT1_HUMAN
ENSP00000412302	O95983	MBD3_HUMAN
ENSP00000366135	Q01780	EXOSX_HUMAN
ENSP00000332340	Q9NUL7	DDX28_HUMAN
ENSP00000298585	Q96E35	ZMY19_HUMAN
ENSP00000483599	Q9BUD6	SPON2_HUMAN
ENSP00000359904	Q6IPR3	TYW3_HUMAN
ENSP00000246535	Q9BRP1	PDD2L_HUMAN
ENSP00000329213	O15304	SIVA_HUMAN
ENSP00000348043	Q8TCA0	LRC20_HUMAN
ENSP00000297056	Q8NCG7	DGLB_HUMAN
ENSP00000293414	Q96NS5	ASB16_HUMAN
ENSP00000322832	Q9GZN7	ROGDI_HUMAN
ENSP00000338885	O14523	C2C2L_HUMAN
ENSP00000347170	Q96FI4	NEIL1_HUMAN
ENSP00000223210	O60290	ZN862_HUMAN
ENSP00000371994	Q9P2P1	NYNRI_HUMAN
ENSP00000384347	B5MBX8	B5MBX8_HUMAN
ENSP00000320291	Q9BXW6	OSBL1_HUMAN
ENSP00000269025	Q96FV0	LRC46_HUMAN
ENSP00000438209	Q3SY56	SP6_HUMAN
ENSP00000216177	Q7Z6Z6	PLPL5_HUMAN
ENSP00000382390	Q96JN8	NEUL4_HUMAN
ENSP00000395538	O15417	TNC18_HUMAN
ENSP00000232744	Q969K4	ABTB1_HUMAN
ENSP00000209718	Q9C075	K1C23_HUMAN
ENSP00000376955	Q68D51	DEN2C_HUMAN
ENSP00000379804	Q9BXB5	OSB10_HUMAN
ENSP00000325240	Q14847	LASP1_HUMAN
ENSP00000355396	O94898	LRIG2_HUMAN
ENSP00000301712	Q9H9P5	UNKL_HUMAN
ENSP00000460437	I3L3H0	I3L3H0_HUMAN
ENSP00000300658	Q96FM1	PGAP3_HUMAN
ENSP00000338030	Q9NQZ5	STAR7_HUMAN
ENSP00000281437	Q9UMQ3	BARX2_HUMAN
ENSP00000286063	Q9HCR9	PDE11_HUMAN
ENSP00000299957	Q6P4E1	GOLM2_HUMAN
ENSP00000330838	Q96BV0	ZN775_HUMAN
ENSP00000427552	Q08345	DDR1_HUMAN
ENSP00000355877	Q5VT66	MARC1_HUMAN
ENSP00000346335	Q9H7Z3	NRDE2_HUMAN
ENSP00000463287	Q8TD94	KLF14_HUMAN
ENSP00000446880	Q9UIF9	BAZ2A_HUMAN
ENSP00000398778	Q8IUW5	RELL1_HUMAN
ENSP00000367911	A8MT33	SYC1L_HUMAN
ENSP00000485627	A8K0Z3	WASH1_HUMAN
ENSP00000499020	A0FGR8	ESYT2_HUMAN
ENSP00000382204	Q15652	JHD2C_HUMAN
ENSP00000276297	Q96QB1	RHG07_HUMAN
ENSP00000321330	P50876	R144A_HUMAN
ENSP00000304355	Q96EE4	CC126_HUMAN
ENSP00000271277	Q9P2B4	CT2NL_HUMAN
ENSP00000370981	Q9Y250	LZTS1_HUMAN
ENSP00000365081	O95445	APOM_HUMAN
ENSP00000394510	Q9ULL5	PRR12_HUMAN
ENSP00000376456	Q9Y5Z6	B3GT1_HUMAN
ENSP00000363727	Q92502	STAR8_HUMAN
ENSP00000332444	Q9H0L4	CSTFT_HUMAN
ENSP00000336127	Q86TV6	TTC7B_HUMAN
ENSP00000288235	Q12965	MYO1E_HUMAN
ENSP00000308908	Q8TDV2	GP148_HUMAN
ENSP00000237822	Q9H6V9	LDAH_HUMAN
ENSP00000471454	Q9Y6R9	CCD61_HUMAN
ENSP00000380605	Q8N2G4	LYPD1_HUMAN
ENSP00000392270	Q9Y3F4	STRAP_HUMAN
ENSP00000374218	A0FGR9	ESYT3_HUMAN
ENSP00000248846	Q96RT7	GCP6_HUMAN
ENSP00000389813	Q6JQN1	ACD10_HUMAN
ENSP00000358902	Q9BYL1	SAM10_HUMAN
ENSP00000290607	Q9P2P6	STAR9_HUMAN
ENSP00000159087	Q9HCE9	ANO8_HUMAN
ENSP00000290208	Q7Z7H8	RM10_HUMAN
ENSP00000299847	Q494W8	CRFM7_HUMAN
ENSP00000215057	P28698	MZF1_HUMAN
ENSP00000345024	P10075	GLI4_HUMAN
ENSP00000391200	Q9BU19	ZN692_HUMAN
ENSP00000493560	Q709C8	VP13C_HUMAN
ENSP00000315351	Q8N465	D2HDH_HUMAN
ENSP00000260743	Q9HA72	CAHM2_HUMAN
ENSP00000354777	A7MCY6	TBKB1_HUMAN
ENSP00000485512	P83859	OX26_HUMAN
ENSP00000321346	Q8NHH1	TTL11_HUMAN
ENSP00000359819	Q9UJG1	MSPD1_HUMAN
ENSP00000451000	Q9Y2K1	ZBTB1_HUMAN
ENSP00000373340	P55201	BRPF1_HUMAN
ENSP00000304032	Q9NSY2	STAR5_HUMAN
ENSP00000296525	Q8WWX0	ASB5_HUMAN
ENSP00000479669	Q9H9S4	CB39L_HUMAN
ENSP00000272647	Q6DCA0	AMERL_HUMAN
ENSP00000309751	Q7RTY0	MOT13_HUMAN
ENSP00000452877	Q92610	ZN592_HUMAN
ENSP00000312150	Q96RU8	TRIB1_HUMAN
ENSP00000379282	O95870	ABHGA_HUMAN
ENSP00000418813	Q9Y6D0	SELK_HUMAN
ENSP00000290216	Q96FV2	SCRN2_HUMAN
ENSP00000457539	Q0VD83	APOBR_HUMAN
ENSP00000303129	Q9HCJ6	VAT1L_HUMAN
ENSP00000337446	Q14849	STAR3_HUMAN
ENSP00000444743	F5H527	F5H527_HUMAN
ENSP00000220966	A0A0A0MQS1	A0A0A0MQS1_HUMAN
ENSP00000499021	Q96MY7	F161B_HUMAN
ENSP00000370047	Q6ZN30	BNC2_HUMAN
ENSP00000351232	Q9HCR9	PDE11_HUMAN
ENSP00000380659	Q9NRA8	4ET_HUMAN
ENSP00000381549	Q9Y2L6	FRM4B_HUMAN
ENSP00000316649	Q9H1P3	OSBL2_HUMAN
ENSP00000493302	Q9NVS9	PNPO_HUMAN
ENSP00000371472	Q8N4C6	NIN_HUMAN
ENSP00000379823	Q01955	CO4A3_HUMAN
ENSP00000400312	Q6PHR2	ULK3_HUMAN
ENSP00000384081	Q9Y2G0	EFR3B_HUMAN
ENSP00000367230	A6NDV4	TMM8B_HUMAN
ENSP00000369592	A6NKD9	CC85C_HUMAN
ENSP00000432456	Q9BZJ8	GPR61_HUMAN
ENSP00000317686	Q96MM3	ZFP42_HUMAN
ENSP00000370867	Q08188	TGM3_HUMAN
ENSP00000312081	Q8TE77	SSH3_HUMAN
ENSP00000319799	Q8IZA3	H18_HUMAN
ENSP00000498945	A0A494C191	SPD9_HUMAN
ENSP00000498801	A0A494C0Z2	SPD13_HUMAN
ENSP00000305702	Q17RG1	KCD19_HUMAN
ENSP00000484601	P0DMU9	CT45A_HUMAN
ENSP00000350698	Q9H0S4	DDX47_HUMAN
ENSP00000473980	S4R369	S4R369_HUMAN
ENSP00000254336	Q0VDD7	BRME1_HUMAN
ENSP00000386184	Q8IZ13	F200C_HUMAN
ENSP00000257177	Q5TAX3	TUT4_HUMAN
ENSP00000244534	P16402	H13_HUMAN
ENSP00000388502	Q96ND8	ZN583_HUMAN
ENSP00000334410	Q5SWL7	PRA14_HUMAN
ENSP00000362392	Q5JU67	CF157_HUMAN
ENSP00000233027	P51957	NEK4_HUMAN
ENSP00000310515	P04553	HSP1_HUMAN
ENSP00000307705	P10412	H14_HUMAN
ENSP00000315357	Q8N6S5	AR6P6_HUMAN
ENSP00000369897	P49589	SYCC_HUMAN
ENSP00000460871	O76021	RL1D1_HUMAN
ENSP00000359607	Q8N2H3	PYRD2_HUMAN
ENSP00000255977	Q9UHC7	MKRN1_HUMAN
ENSP00000378326	P21754	ZP3_HUMAN
ENSP00000364035	Q6GMR7	FAAH2_HUMAN
ENSP00000387911	O95453	PARN_HUMAN
ENSP00000463201	Q9Y675	SNURF_HUMAN
ENSP00000233575	Q15036	SNX17_HUMAN
ENSP00000498510	P0DTA3	SPD11_HUMAN
ENSP00000370376	P33316	DUT_HUMAN
ENSP00000244573	Q02539	H11_HUMAN
ENSP00000489910	A0A1B0GU03	A0A1B0GU03_HUMAN
ENSP00000308546	Q7L2J0	MEPCE_HUMAN
ENSP00000341214	P22492	H1T_HUMAN
ENSP00000282388	P47974	TISD_HUMAN
ENSP00000437289	A6NP61	ZAR1L_HUMAN
ENSP00000311528	Q16538	GP162_HUMAN
ENSP00000296682	Q9NQV7	PRDM9_HUMAN
ENSP00000350358	O95522	PRA12_HUMAN
ENSP00000352299	Q499Z3	SLNL1_HUMAN
ENSP00000377708	Q6NSZ9	ZSC25_HUMAN
ENSP00000216277	P51003	PAPOA_HUMAN
ENSP00000310726	Q9BQC6	RT63_HUMAN
ENSP00000316335	O95363	SYFM_HUMAN
ENSP00000243167	O00519	FAAH1_HUMAN
ENSP00000334805	Q75WM6	H1FNT_HUMAN
ENSP00000355167	Q86X24	HORM1_HUMAN
ENSP00000238714	Q9BWT3	PAPOG_HUMAN
ENSP00000330031	Q7Z3Z3	PIWL3_HUMAN
ENSP00000262031	Q15434	RBMS2_HUMAN
ENSP00000483125	Q6TGC4	PADI6_HUMAN
ENSP00000312709	Q15545	TAF7_HUMAN
ENSP00000390621	Q587J7	TDR12_HUMAN
ENSP00000498611	A6QL64	AN36A_HUMAN
ENSP00000295542	Q5T197	DCST1_HUMAN
ENSP00000446271	Q8ND56	LS14A_HUMAN
ENSP00000353650	A6NFH5	FBP12_HUMAN
ENSP00000403039	Q5SSJ5	HP1B3_HUMAN
ENSP00000342576	A4D161	F221A_HUMAN
ENSP00000298317	Q96CM3	RUSD4_HUMAN
ENSP00000257552	O43347	MSI1H_HUMAN
ENSP00000311687	Q0D2K0	NIPA4_HUMAN
ENSP00000367595	Q5T0D9	TPRGL_HUMAN
ENSP00000265708	Q99965	ADAM2_HUMAN
ENSP00000419923	Q99612	KLF6_HUMAN
ENSP00000355506	Q9UQ84	EXO1_HUMAN
ENSP00000362634	Q96PN8	TSSK3_HUMAN
ENSP00000377793	O43663	PRC1_HUMAN
ENSP00000365360	Q5VXH4	PRAM6_HUMAN
ENSP00000369777	Q9H5H4	ZN768_HUMAN
ENSP00000269740	Q9BRY0	S39A3_HUMAN
ENSP00000279068	Q9BX40	LS14B_HUMAN
ENSP00000406052	Q8NAT2	TDRD5_HUMAN
ENSP00000281453	Q71F23	CENPU_HUMAN
ENSP00000325738	Q05952	STP2_HUMAN
ENSP00000369372	Q8NDZ0	BEND2_HUMAN
ENSP00000363999	Q8N5N7	RM50_HUMAN
ENSP00000416673	C9JE40	PATL2_HUMAN
ENSP00000335203	Q9UII2	ATIF1_HUMAN
ENSP00000359396	A6NC42	DPPA5_HUMAN
ENSP00000357754	P49901	MCSP_HUMAN
ENSP00000362592	Q09028	RBBP4_HUMAN
ENSP00000374632	Q3KNT9	TMM95_HUMAN
ENSP00000420477	O15069	NACAD_HUMAN
ENSP00000360583	Q6WRX3	ZY11A_HUMAN
ENSP00000266604	Q9BRT6	LLPH_HUMAN
ENSP00000393136	A3QJZ7	PRA27_HUMAN
ENSP00000373715	Q8IU60	DCP2_HUMAN
ENSP00000357189	P51858	HDGF_HUMAN
ENSP00000380495	Q8N8A6	DDX51_HUMAN
ENSP00000367125	Q6NV75	GP153_HUMAN
ENSP00000379869	Q8TE02	ELP5_HUMAN
ENSP00000356001	Q9H0U6	RM18_HUMAN
ENSP00000344609	Q14201	BTG3_HUMAN
ENSP00000349931	Q5VWM4	PRAM8_HUMAN
ENSP00000302327	Q9Y3Y4	PYGO1_HUMAN
ENSP00000440542	Q14839	CHD4_HUMAN
ENSP00000348108	O75525	KHDR3_HUMAN
ENSP00000427342	P0DMU8	CT455_HUMAN
ENSP00000302978	O43610	SPY3_HUMAN
ENSP00000236979	P09430	STP1_HUMAN
ENSP00000332706	Q00577	PURA_HUMAN
ENSP00000350162	Q9BX26	SYCP2_HUMAN
ENSP00000498819	P0DUD1	SPD8_HUMAN
ENSP00000386186	Q96MW7	TIGD1_HUMAN
ENSP00000485112	P58182	O12D2_HUMAN
ENSP00000307479	Q9HBZ2	ARNT2_HUMAN
ENSP00000384004	P78424	PO6F2_HUMAN
ENSP00000265997	Q8NE35	CPEB3_HUMAN
ENSP00000262525	Q9UEG4	ZN629_HUMAN
ENSP00000416959	P62995	TRA2B_HUMAN
ENSP00000491259	Q5VWM6	PRA13_HUMAN
ENSP00000328773	O94992	HEXI1_HUMAN
ENSP00000207457	Q9UIF3	TEKT2_HUMAN
ENSP00000306335	P48378	RFX2_HUMAN
ENSP00000414920	Q86W54	SPA24_HUMAN
ENSP00000365130	Q5VYS8	TUT7_HUMAN
ENSP00000353922	Q9Y462	ZN711_HUMAN
ENSP00000263209	Q8WYQ5	DGCR8_HUMAN
ENSP00000247026	Q9H0G5	NSRP1_HUMAN
ENSP00000317595	P59282	TPPP2_HUMAN
ENSP00000369820	P37287	PIGA_HUMAN
ENSP00000397563	Q6PIY7	GLD2_HUMAN
ENSP00000398211	Q8NDW8	TT21A_HUMAN
ENSP00000402949	Q8N1B3	CCNQ_HUMAN
ENSP00000485656	H0Y7S4	PRA26_HUMAN
ENSP00000415676	Q14390	GGTL2_HUMAN
ENSP00000317691	Q9BUL9	RPP25_HUMAN
ENSP00000269466	Q9H777	RNZ1_HUMAN
ENSP00000420267	Q15406	NR6A1_HUMAN
ENSP00000448035	E9PAV3	NACAM_HUMAN
ENSP00000368362	Q0Z7S8	FABP9_HUMAN
ENSP00000348300	Q9NY30	BTG4_HUMAN
ENSP00000297613	Q8N5L8	RP25L_HUMAN
ENSP00000454746	H3BN98	H3BN98_HUMAN
ENSP00000375063	P59047	NALP5_HUMAN
ENSP00000368667	Q86TM3	DDX53_HUMAN
ENSP00000373272	Q2Q1W2	LIN41_HUMAN
ENSP00000373274	A6NHJ4	ZN860_HUMAN
ENSP00000240189	O60811	PRAM2_HUMAN
ENSP00000382030	Q09MP3	R51A2_HUMAN
ENSP00000341031	Q6ZUI0	TPRG1_HUMAN
ENSP00000269053	Q8IXA5	SACA3_HUMAN
ENSP00000404074	O15535	ZSC9_HUMAN
ENSP00000325561	Q8IU68	TMC8_HUMAN
ENSP00000351686	Q9NQV6	PRD10_HUMAN
ENSP00000364405	Q7RTV3	ZN367_HUMAN
ENSP00000376440	J3KPN7	J3KPN7_HUMAN
ENSP00000367528	Q4LEZ3	AARD_HUMAN
ENSP00000293695	Q6PIF2	SYCE2_HUMAN
ENSP00000357823	Q9BYD2	RM09_HUMAN
ENSP00000359665	Q9BTU6	P4K2A_HUMAN
ENSP00000349208	Q8TC59	PIWL2_HUMAN
ENSP00000332134	O95521	PRAM1_HUMAN
ENSP00000498497	P0DUD3	SPD14_HUMAN
ENSP00000356846	Q96JY0	MAEL_HUMAN
ENSP00000358635	O60506	HNRPQ_HUMAN
ENSP00000386660	Q9Y4C1	KDM3A_HUMAN
ENSP00000292478	O75127	PTCD1_HUMAN
ENSP00000359295	Q01658	NC2B_HUMAN
ENSP00000369456	Q9BY32	ITPA_HUMAN
ENSP00000477627	A0A087WT65	A0A087WT65_HUMAN
ENSP00000246112	Q9H808	TLE6_HUMAN
ENSP00000374037	Q9Y2B5	VP9D1_HUMAN
ENSP00000333024	Q9BWX1	PHF7_HUMAN
ENSP00000337386	Q07352	TISB_HUMAN
ENSP00000344794	Q9NZB8	MOCS1_HUMAN
ENSP00000493434	Q8NH04	O2T27_HUMAN
ENSP00000327786	Q8IYV9	IZUM1_HUMAN
ENSP00000365744	P79522	PRR3_HUMAN
ENSP00000265085	Q17RY0	CPEB4_HUMAN
ENSP00000480573	P18089	ADA2B_HUMAN
ENSP00000362820	P84103	SRSF3_HUMAN
ENSP00000359683	E9PAM4	E9PAM4_HUMAN
ENSP00000307774	Q16600	ZN239_HUMAN
ENSP00000215855	P26998	CRBB3_HUMAN
ENSP00000357465	Q5VZ19	TDR10_HUMAN
ENSP00000338057	Q8TCC3	RM30_HUMAN
ENSP00000369453	A0A0A0MRX1	A0A0A0MRX1_HUMAN
ENSP00000264808	Q9NQX1	PRDM5_HUMAN
ENSP00000485258	A0A096LNW4	A0A096LNW4_HUMAN
ENSP00000499200	P0DUD4	SPD15_HUMAN
ENSP00000477973	D6W5U7	D6W5U7_HUMAN
ENSP00000465630	K7EKI0	K7EKI0_HUMAN
ENSP00000480122	Q5TYX0	PRAM5_HUMAN
ENSP00000256015	P62324	BTG1_HUMAN
ENSP00000380675	P0C1S8	WEE2_HUMAN
ENSP00000235349	O60810	PRAM4_HUMAN
ENSP00000481495	Q9GZR7	DDX24_HUMAN
ENSP00000428756	Q9NUL3	STAU2_HUMAN
ENSP00000480027	O60813	PRA11_HUMAN
ENSP00000351138	Q7L4E1	MIGA2_HUMAN
ENSP00000370258	B5ME19	EIFCL_HUMAN
ENSP00000325905	Q16629	SRSF7_HUMAN
ENSP00000419370	Q96EH3	MASU1_HUMAN
ENSP00000498630	Q8NI17	IL31R_HUMAN
ENSP00000365322	P0DUQ1	PRA15_HUMAN
ENSP00000333776	Q96JC4	ZN479_HUMAN
ENSP00000263576	Q9UHL0	DDX25_HUMAN
ENSP00000265007	O94993	SOX30_HUMAN
ENSP00000385480	A1L190	SYCE3_HUMAN
ENSP00000252505	Q8N6M5	ALLC_HUMAN
ENSP00000291934	Q8WZ59	TM190_HUMAN
ENSP00000481683	A6NGN4	PRA25_HUMAN
ENSP00000359384	A6NGQ2	OOEP_HUMAN
ENSP00000315152	Q6UB28	MAP12_HUMAN
ENSP00000356814	Q58WW2	DCAF6_HUMAN
ENSP00000452007	Q86U28	ISCA2_HUMAN
ENSP00000270708	Q9P2S5	WRP73_HUMAN
ENSP00000357348	Q9UBP5	HEY2_HUMAN
ENSP00000321179	Q6ZP01	RBM44_HUMAN
ENSP00000353652	Q3MIS6	ZN528_HUMAN
ENSP00000358092	O75626	PRDM1_HUMAN
ENSP00000398837	Q9UMN6	KMT2B_HUMAN
ENSP00000344420	Q8IUG1	KRA13_HUMAN
ENSP00000366955	Q9BYR5	KRA42_HUMAN
ENSP00000413196	Q05DH4	FHI1A_HUMAN
ENSP00000375429	Q9BYR7	KRA32_HUMAN
ENSP00000484472	P58107	EPIPL_HUMAN
ENSP00000352463	Q9UGU0	TCF20_HUMAN
ENSP00000375236	Q9BYR0	KRA47_HUMAN
ENSP00000334287	Q3LI59	KR212_HUMAN
ENSP00000362728	O60684	IMA7_HUMAN
ENSP00000206765	P22735	TGM1_HUMAN
ENSP00000484615	Q9NPH6	OBP2B_HUMAN
ENSP00000367022	Q93077	H2A1C_HUMAN
ENSP00000438553	Q9BTM1	H2AJ_HUMAN
ENSP00000334798	Q7Z3Y9	K1C26_HUMAN
ENSP00000231498	O75694	NU155_HUMAN
ENSP00000293670	P78385	KRT83_HUMAN
ENSP00000482431	P0C0S8	H2A1_HUMAN
ENSP00000251646	Q14525	KT33B_HUMAN
ENSP00000482743	P20231	TRYB2_HUMAN
ENSP00000370088	Q99217	AMELX_HUMAN
ENSP00000496883	A0A3B3IRQ3	A0A3B3IRQ3_HUMAN
ENSP00000344140	Q7Z5V6	SAXO4_HUMAN
ENSP00000301653	P08779	K1C16_HUMAN
ENSP00000375428	Q9BYR6	KRA33_HUMAN
ENSP00000345837	Q9C005	DPY30_HUMAN
ENSP00000295055	Q6MZZ7	CAN13_HUMAN
ENSP00000307014	Q86Y46	K2C73_HUMAN
ENSP00000359629	Q9NQ79	CRAC1_HUMAN
ENSP00000483842	P04908	H2A1B_HUMAN
ENSP00000375238	Q9BYU5	KRA21_HUMAN
ENSP00000310573	Q7Z3Z0	K1C25_HUMAN
ENSP00000305263	Q7Z3Y7	K1C28_HUMAN
ENSP00000429896	Q8IXR5	F178B_HUMAN
ENSP00000283752	P29508	SPB3_HUMAN
ENSP00000273261	Q96JA1	LRIG1_HUMAN
ENSP00000285968	Q92621	NU205_HUMAN
ENSP00000357789	P20930	FILA_HUMAN
ENSP00000366679	Q96KK5	H2A1H_HUMAN
ENSP00000329097	Q8IWS0	PHF6_HUMAN
ENSP00000496978	A0A3B3IRS2	A0A3B3IRS2_HUMAN
ENSP00000357751	P35321	SPR1A_HUMAN
ENSP00000343701	P52294	IMA5_HUMAN
ENSP00000365465	Q15517	CDSN_HUMAN
ENSP00000366015	O43827	ANGL7_HUMAN
ENSP00000480484	Q07283	TRHY_HUMAN
ENSP00000340546	Q9BYR2	KRA45_HUMAN
ENSP00000332790	Q8IUE6	H2A2B_HUMAN
ENSP00000376423	P35326	SPR2A_HUMAN
ENSP00000369349	Q14533	KRT81_HUMAN
ENSP00000267119	Q3SY84	K2C71_HUMAN
ENSP00000358045	Q16610	ECM1_HUMAN
ENSP00000359222	Q96MV1	TLCD4_HUMAN
ENSP00000263598	P31025	LCN1_HUMAN
ENSP00000329165	O76013	KRT36_HUMAN
ENSP00000306261	Q8N1N4	K2C78_HUMAN
ENSP00000334373	O00629	IMA3_HUMAN
ENSP00000303373	P04908	H2A1B_HUMAN
ENSP00000359549	Q9NS26	SPNXA_HUMAN
ENSP00000365473	Q5SSG8	MUC21_HUMAN
ENSP00000392189	Q9BYQ3	KRA93_HUMAN
ENSP00000311364	Q96DR8	MUCL1_HUMAN
ENSP00000307240	Q7RTS7	K2C74_HUMAN
ENSP00000357778	Q5T5B0	LCE3E_HUMAN
ENSP00000375232	Q9BYQ6	KR411_HUMAN
ENSP00000301656	Q7Z3Y8	K1C27_HUMAN
ENSP00000444533	O43790	KRT86_HUMAN
ENSP00000254072	Q9BYQ0	KRA98_HUMAN
ENSP00000257189	P32926	DSG3_HUMAN
ENSP00000400882	Q96L46	CPNS2_HUMAN
ENSP00000357773	Q5TA82	LCE2D_HUMAN
ENSP00000347635	Q8IUC0	KR131_HUMAN
ENSP00000357772	Q5TA81	LCE2C_HUMAN
ENSP00000339251	P60985	KTDAP_HUMAN
ENSP00000393222	Q4G0U5	PCDP1_HUMAN
ENSP00000292476	O95639	CPSF4_HUMAN
ENSP00000257951	Q9NSB2	KRT84_HUMAN
ENSP00000290943	A2A2Z9	AN18B_HUMAN
ENSP00000385836	Q5JW98	CAHM4_HUMAN
ENSP00000337976	O43463	SUV91_HUMAN
ENSP00000341094	P20671	H2A1D_HUMAN
ENSP00000264474	P01040	CYTA_HUMAN
ENSP00000357744	P35325	SPR2B_HUMAN
ENSP00000357746	P22532	SPR2D_HUMAN
ENSP00000354822	Q6GPH4	XAF1_HUMAN
ENSP00000386376	Q7Z4W3	KR193_HUMAN
ENSP00000334922	Q9BYQ2	KRA94_HUMAN
ENSP00000349678	A2RUH7	MBPHL_HUMAN
ENSP00000305975	Q07627	KRA11_HUMAN
ENSP00000273968	Q96I23	PREY_HUMAN
ENSP00000219162	P47944	MT4_HUMAN
ENSP00000306461	P22528	SPR1B_HUMAN
ENSP00000380901	P25067	CO8A2_HUMAN
ENSP00000261978	Q14767	LTBP2_HUMAN
ENSP00000357740	P22531	SPR2E_HUMAN
ENSP00000255764	Q9BTT4	MED10_HUMAN
ENSP00000342938	B0FP48	UPK3L_HUMAN
ENSP00000357552	O15131	IMA6_HUMAN
ENSP00000246646	O76015	KRT38_HUMAN
ENSP00000469998	Q8NC26	ZN114_HUMAN
ENSP00000357753	P07476	INVO_HUMAN
ENSP00000357768	Q5TA79	LCE2A_HUMAN
ENSP00000418001	Q6ZS86	GLPK5_HUMAN
ENSP00000352119	P0C0S8	H2A1_HUMAN
ENSP00000335147	Q7Z713	ANR37_HUMAN
ENSP00000323821	Q3ZCU0	GVQW3_HUMAN
ENSP00000334644	Q5T5A8	LCE3C_HUMAN
ENSP00000375430	Q9BYR8	KRA31_HUMAN
ENSP00000330878	A9QM74	IMA8_HUMAN
ENSP00000331500	Q8NA77	TEX19_HUMAN
ENSP00000244333	O95274	LYPD3_HUMAN
ENSP00000411070	A0A183	LCE6A_HUMAN
ENSP00000357769	O14633	LCE2B_HUMAN
ENSP00000251643	Q99456	K1C12_HUMAN
ENSP00000370891	Q8TDR2	STK35_HUMAN
ENSP00000220420	O43548	TGM5_HUMAN
ENSP00000382610	Q8IVF6	AN18A_HUMAN
ENSP00000360107	Q5JVL4	EFHC1_HUMAN
ENSP00000335566	Q3LI58	KR211_HUMAN
ENSP00000491504	Q674R7	ATG9B_HUMAN
ENSP00000264031	O00526	UPK2_HUMAN
ENSP00000442400	Q53RY4	KCP3_HUMAN
ENSP00000238018	Q9Y2T3	GUAD_HUMAN
ENSP00000355656	Q7L7L0	H2A3_HUMAN
ENSP00000332805	Q8IUC2	KRA81_HUMAN
ENSP00000346997	Q9H5I1	SUV92_HUMAN
ENSP00000390475	Q9P0U4	CXXC1_HUMAN
ENSP00000366976	P0C5Y4	KRA14_HUMAN
ENSP00000357702	P33764	S10A3_HUMAN
ENSP00000361755	Q9BQY6	WFDC6_HUMAN
ENSP00000298050	Q05D60	DEUP1_HUMAN
ENSP00000319412	Q8N2F6	ARM10_HUMAN
ENSP00000252244	P04264	K2C1_HUMAN
ENSP00000301452	Q8TDN7	ACER1_HUMAN
ENSP00000482538	P0C0S8	H2A1_HUMAN
ENSP00000332163	Q96PI1	SPRR4_HUMAN
